x,y,z
2.6201599999999997e-08,-14.5978,-0.68993
0.128992,-14.780999999999999,-0.6495
0.26512199999999997,-15.1888,-0.7963210000000001
1.01614,-38.8048,-0.781179
0.169434,-4.85195,-1.3854899999999999
0.279422,-6.399830000000001,-1.3625200000000002
0.33425900000000003,-6.37804,-1.36323
0.264803,-4.32949,-1.4061299999999999
0.44346800000000003,-6.34189,-1.3626
0.5029319999999999,-6.39036,-1.36265
0.5575100000000001,-6.37237,-1.3634600000000001
0.6055659999999999,-6.28905,-1.36313
6.9544,-66.1667,1.625
0.718765,-6.30852,-1.36427
5.0385,-41.0353,-0.696815
0.836483,-6.35372,-1.36384
5.63298,-40.0807,1.525
0.9404790000000001,-6.29289,-1.36251
0.854507,-5.3951400000000005,-1.36896
6.75352,-40.3575,1.475
1.09952,-6.23568,-1.3625
2.87305,-15.5016,-0.656382
1.21755,-6.26374,-1.36365
1.47668,-7.258139999999999,-1.31669
2.5514,-12.0034,-1.03987
1.38071,-6.2279599999999995,-1.3633600000000001
1.42689,-6.18055,-1.36315
1.27475,-5.30973,-1.36552
1.54879,-6.21185,-1.36337
9.64124,-37.2799,1.475
9.84759,-36.7517,1.475
2.8193200000000003,-10.1661,-1.23371
2.8837900000000003,-10.057,-1.2334
12.4301,-41.9633,1.425
12.8123,-41.9072,1.425
13.1499,-41.7061,1.425
13.6974,-42.1561,1.425
14.0857,-42.0977,1.425
14.8876,-42.0412,1.425
15.2347,-41.857,1.425
15.607999999999999,-41.7454,1.425
15.7386,-41.0003,1.425
2.72837,-6.92638,-1.32102
20.7562,-48.8985,1.425
2.96528,-6.81968,-1.31866
3.02563,-6.79568,-1.3180399999999999
18.8952,-41.4618,1.425
2.70923,-5.80996,-1.36428
3.6376199999999996,-7.62644,-1.2281
3.7003800000000004,-7.5869100000000005,-1.2218799999999999
2.43656,-4.88699,-1.36601
6.9189,-13.5791,-1.03243
2.8974,-5.56586,-1.36314
3.4894199999999995,-6.562639999999999,-1.3171
3.55205,-6.54207,-1.3169
2.653,-4.78613,-1.3698299999999999
3.1469400000000003,-5.5622,-1.3625200000000002
20.1459,-32.8752,1.425
3.36675,-5.387919999999999,-1.3626200000000002
20.4485,-32.0977,1.425
20.7095,-31.8899,1.425
4.09468,-6.18639,-1.317
2.51445,-3.7278300000000004,-1.46379
4.1828,-6.08601,-1.31656
4.25965,-6.083419999999999,-1.3169899999999999
22.5432,-31.6044,1.425
3.3258900000000002,-4.494680000000001,-1.42544
2.69791,-3.58025,-1.46522
2.71971,-3.5444,-1.46422
2.77521,-3.5521,-1.46432
3.12883,-3.9334800000000003,-1.44182
3.6246699999999996,-4.397069999999999,-1.42547
3.6816199999999997,-4.31062,-1.42556
3.6494400000000002,-4.1249400000000005,-1.42569
3.8038199999999995,-4.22457,-1.42547
4.97465,-5.42888,-1.3169899999999999
3.76893,-4.04168,-1.4274200000000001
3.8955699999999998,-4.1050699999999996,-1.42819
4.06133,-3.99106,-1.42679
4.63049,-4.3180000000000005,-1.37171
4.98301,-4.33167,-1.42763
4.9839199999999995,-4.1819999999999995,-1.42997
3.17794,-2.6196900000000003,-1.49356
3.46109,-2.80274,-1.4651
3.31037,-2.6331900000000004,-1.4103700000000001
5.03084,-3.9305199999999996,-1.37469
5.27225,-4.04554,-1.4288399999999999
8.460460000000001,-6.37541,-1.23256
5.29929,-3.92127,-1.42955
5.3512699999999995,-3.88792,-1.42892
3.4222099999999998,-2.44104,-1.4435200000000001
3.67887,-2.57598,-1.4635799999999999
8.63365,-5.93375,-1.23462
4.72389,-3.1863,-1.43088
3.67945,-2.4353700000000003,-1.55831
7.466060000000001,-4.84852,-1.2953
4.79304,-2.99503,-1.42865
4.82866,-2.9590099999999997,-1.4256799999999998
4.75943,-2.85975,-1.42635
4.86081,-2.8632400000000002,-1.42893
4.51992,-2.60957,-1.5019
10.9531,-6.196969999999999,-1.08644
7.780189999999999,-4.31263,-1.29762
5.8783,-3.1916599999999997,-1.42792
5.88667,-3.13,-1.42842
5.887630000000001,-3.0649,-1.42826
6.92333,-3.5276099999999997,-1.3860299999999999
4.840319999999999,-2.41329,-1.56227
6.798830000000001,-3.31601,-1.3865
8.03853,-3.8341800000000004,-1.29939
5.0854,-2.3713599999999997,-1.6237700000000002
5.584280000000001,-2.48628,-1.5516
5.87796,-2.49505,-1.6128799999999999
6.7020100000000005,-2.57266,-1.55744
7.519880000000001,-2.81157,-1.45446
13.1252,-4.77718,-1.2600200000000001
8.85065,-3.1341799999999997,-1.37087
49.4126,-17.0141,1.925
12.8869,-4.3119,-1.2588700000000002
9.43062,-2.8832299999999997,-1.44642
11.7329,-3.4754400000000003,-1.37009
22.3393,-6.4057,-0.742284
22.3267,-6.19174,-0.94199
7.25656,-1.94439,-1.62172
7.29042,-1.88543,-1.62142
41.1125,-10.2505,1.575
7.3241,-1.75836,-1.6215899999999999
19.0676,-4.22719,-1.30116
62.0892,-5.4321,1.975
16.8857,-1.32893,-1.46365
29.4142,-0.770239,-1.30341
28.7157,-0.5012340000000001,-1.23495
28.4963,-0.24868400000000002,-1.23633
28.3456,0.0,-1.33184
28.3864,0.24772399999999997,-1.33789
28.4207,0.49608599999999997,-1.34293
28.5275,0.7470180000000001,-1.2775
28.6154,0.999273,-1.25725
10.8074,0.56639,-1.59386
38.1427,2.33291,-0.582457
22.3184,1.56066,-1.4496200000000001
18.4759,2.4324,-1.48299
18.0636,2.53867,-1.23135
17.7347,2.65047,-1.26521
17.3358,2.74572,-1.4956399999999999
17.1422,2.86861,-1.49753
16.7537,2.95413,-1.49888
16.1908,3.14717,-1.51274
