x,y,z
9.38441e-09,-5.22839,-1.5016
0.052576300000000006,-6.02465,-1.30477
0.0914595,-5.23971,-1.5019200000000001
0.136926,-5.2289900000000005,-1.50171
0.182767,-5.23377,-1.50167
1.36669,-31.3024,0.235521
1.64497,-31.3879,1.175
0.318836,-5.21293,-1.5015100000000001
0.401008,-5.73468,-1.42783
2.3910400000000003,-30.381,0.279515
0.516598,-5.90474,-1.52662
0.566052,-5.87867,-1.52627
0.612304,-5.82569,-1.53159
0.649835,-5.703530000000001,-1.4292200000000002
0.7177939999999999,-5.84596,-1.52732
0.778497,-5.91327,-1.52827
0.820378,-5.83729,-1.4409
4.55922,-30.5065,1.125
0.9781719999999999,-6.17593,-1.5267899999999999
1.01167,-6.04552,-1.5296299999999998
1.10391,-6.2606,-1.53167
5.96244,-32.1705,0.582092
1.16241,-5.9801,-1.52565
1.21261,-5.96015,-1.5257
1.26586,-5.9554,-1.52579
1.3165799999999999,-5.9387099999999995,-1.52558
1.36955,-5.93216,-1.53013
1.3729799999999999,-5.71887,-1.52859
8.63279,-34.6242,0.608266
8.91053,-34.4545,0.5627989999999999
9.26937,-34.5938,0.60146
1.6530900000000002,-5.9608300000000005,-1.52756
1.69209,-5.90104,-1.5267
1.7558900000000002,-5.92778,-1.52544
1.8214,-5.95752,-1.44565
2.7651,-8.76978,-1.39212
1.9740799999999998,-6.07559,-1.36312
2.0141,-6.0195099999999995,-1.36656
11.7952,-34.2557,0.6032310000000001
12.1523,-34.317,0.41603500000000004
2.5278099999999997,-6.9450899999999995,-1.3188799999999998
2.21654,-5.92839,-1.3672799999999998
2.28742,-5.95892,-1.36561
2.3437099999999997,-5.94985,-1.36703
2.34843,-5.8125800000000005,-1.36405
11.7036,-28.2549,1.175
12.2042,-28.7514,1.175
12.1993,-28.0565,1.175
2.40653,-5.4051599999999995,-1.48797
2.64458,-5.80301,-1.36899
2.50547,-5.37299,-1.4873399999999999
2.54793,-5.34184,-1.48756
2.59856,-5.32784,-1.48766
13.5844,-27.246,0.23196399999999998
13.8852,-27.2513,1.175
6.45418,-12.3984,-1.25981
3.16764,-5.95747,-1.4127100000000001
3.18293,-5.86224,-1.4273200000000001
3.28922,-5.93392,-1.43523
3.3669800000000003,-5.9511199999999995,-1.43756
3.4944800000000003,-6.05262,-1.3429
3.46331,-5.87953,-1.44023
7.11706,-11.8448,-1.2582200000000001
3.50288,-5.7161800000000005,-1.43459
3.60333,-5.76653,-1.43513
3.66126,-5.74702,-1.43636
3.6648400000000003,-5.64335,-1.4354200000000001
3.70888,-5.6035,-1.43408
3.75702,-5.5700199999999995,-1.43327
2.57099,-3.74082,-1.61663
3.85885,-5.51101,-1.4359600000000001
2.65027,-3.7155400000000003,-1.61691
7.14324,-9.83183,-1.36994
4.6043199999999995,-6.22238,-1.38806
4.68449,-6.21652,-1.38829
28.0492,-36.5544,1.275
27.9764,-35.8082,1.275
7.1751,-9.02033,-1.2838399999999999
28.7164,-35.4618,1.275
29.5463,-35.8426,1.275
5.40998,-6.447369999999999,-1.39445
5.49025,-6.42826,-1.39424
7.97412,-9.173169999999999,-1.36853
34.0465,-38.4826,1.325
3.63206,-4.0338199999999995,-1.56185
3.50754,-3.82781,-1.6500099999999998
5.80173,-6.22159,-1.38719
36.9828,-38.9717,1.325
3.7692,-3.90312,-1.56298
6.107559999999999,-6.2151,-1.3330000000000002
6.26507,-6.26507,-1.30853
6.21864,-6.11104,-1.34279
4.01526,-3.8775,-1.62245
8.246310000000001,-7.8254600000000005,-1.37694
35.5943,-33.1922,1.225
10.2687,-9.4095,-1.2601200000000001
8.59688,-7.74067,-1.2857
5.21209,-4.611269999999999,-1.4923600000000001
7.08655,-6.16025,-1.36963
7.5821,-6.47573,-1.35667
7.700410000000001,-6.46141,-1.37261
8.27237,-6.81922,-1.37313
9.47072,-7.669239999999999,-1.37235
4.97135,-3.95439,-1.61169
9.47151,-7.39995,-1.36891
62.4797,-47.9424,1.275
10.7983,-8.137080000000001,-1.27024
11.2694,-8.03836,-1.25925
10.1958,-7.139189999999999,-1.28057
65.428,-44.9674,1.325
26.7749,-17.3878,-0.449639
26.9804,-17.1884,-0.552096
6.38103,-3.98731,-1.62214
6.417590000000001,-3.9327099999999997,-1.62142
11.4512,-6.880560000000001,-1.29564
4.069,-2.39683,-1.67491
7.36521,-4.25231,-1.52243
10.6451,-6.02273,-1.36849
12.1989,-6.761989999999999,-1.2606600000000001
44.1911,-23.9938,1.475
8.70547,-4.62878,-1.44484
8.76193,-4.56117,-1.44454
8.73606,-4.45124,-1.44664
48.0171,-23.9405,1.575
6.76273,-3.29841,-1.6215
6.7953600000000005,-3.24122,-1.62195
8.01385,-3.7369199999999996,-1.59128
8.05693,-3.67175,-1.59115
6.51254,-2.63124,-1.56171
6.48803,-2.5557,-1.49825
6.48842,-2.49067,-1.49774
6.39025,-2.38922,-1.53843
6.48036,-2.35866,-1.53813
6.58518,-2.3319400000000003,-1.5002
6.864039999999999,-2.29668,-1.5582
12.9087,-4.1943,-1.538
12.9571,-4.085369999999999,-1.53851
23.5428,-7.197769999999999,-1.17888
23.6357,-7.00122,-1.0688
24.1525,-6.92563,-1.19309
13.0933,-3.6311,-1.53862
51.3486,-12.8026,1.725
51.5104,-12.3666,1.825
52.9113,-12.2155,1.875
13.2665,-2.9411099999999997,-1.5382799999999999
57.1532,-12.1483,1.875
57.2625,-11.6502,1.925
43.9353,-8.14293,1.375
43.9981,-7.75805,1.275
14.5572,-2.30563,-0.9476600000000001
14.5631,-2.17647,-0.946937
14.1808,-1.99298,-1.5305799999999998
54.5696,-7.18423,1.875
10.7434,-1.31912,-1.59385
10.7545,-1.22533,-1.59392
10.7669,-1.13164,-1.59394
10.7739,-1.03741,-1.59372
21.8798,-1.9142299999999999,-1.4520600000000001
22.3505,-1.5629,-1.45069
13.8943,2.95332,-1.62276
24.103,5.3435,-1.6241299999999999
8.91671,2.22319,-1.65955
18.3727,5.268269999999999,-1.67915
10.8176,3.2043,-1.6691599999999998
7.404160000000001,2.40576,-1.68638
7.3891,2.4723599999999997,-1.68641
7.3834100000000005,2.54231,-1.68681
40.9462,14.4998,-1.22353
40.7338,14.8259,-1.1308200000000002
18.8571,7.05036,-1.7855400000000001
39.7682,15.2656,-1.65665
39.7151,15.6442,-1.66125
39.7621,16.0649,-1.6717099999999998
40.0139,16.5743,-1.69403
39.8176,16.9016,-1.69117
10.7865,4.6901,-1.74462
14.2145,6.32869,-1.79298
19.3376,8.812660000000001,-1.8948599999999998
24.8093,11.5688,-1.21384
24.7541,11.8071,-1.31215
39.3638,19.199,-1.72817
38.8911,19.3904,-1.7016900000000001
39.1366,19.9411,-1.72617
14.3764,7.48387,-1.87809
39.5745,21.0421,-1.7765099999999998
19.5886,10.6357,-2.00349
8.66568,4.80347,-1.79683
24.1882,13.685,-1.8320299999999998
23.6264,13.6407,-1.8052700000000002
16.6486,9.80677,-1.9092099999999999
16.5795,9.961969999999999,-1.6896099999999998
16.7622,10.2719,-1.9094799999999998
22.3484,13.9648,-1.71013
22.061,14.0544,-1.7058200000000001
14.3322,9.30746,-2.11996
14.2985,9.46397,-2.11496
16.5286,11.1487,-1.93638
20.6153,14.1685,-1.6694200000000001
8.39303,5.87686,-1.8657099999999998
8.35784,5.96159,-1.86563
15.5288,11.2824,-1.9377900000000001
15.2786,11.3056,-1.9359099999999998
15.0155,11.315,-1.93557
13.3941,10.2776,-1.96416
14.5102,11.3366,-1.91178
14.2423,11.3289,-1.91219
10.2277,8.2822,-1.96839
13.8899,11.4499,-1.9103299999999999
13.7023,11.4976,-1.94583
13.5325,11.5578,-1.96069
17.3609,15.0916,-1.7649599999999999
6.4629900000000005,5.717969999999999,-1.8802900000000002
6.427630000000001,5.78747,-1.8811200000000001
14.7053,13.4749,-1.5881299999999998
9.97288,9.29986,-2.05258
12.6498,12.0042,-1.74007
11.9784,11.5674,-1.97471
14.2912,14.0439,-1.787
14.1776,14.1776,-1.78617
11.661,11.8663,-1.8534099999999998
11.6509,12.0649,-1.8004200000000001
11.334000000000001,11.9435,-1.9922099999999998
11.1641,11.9721,-1.9894
10.9216,11.9188,-1.77583
10.6855,11.8674,-1.81325
10.5087,11.8779,-1.80749
10.3175,11.8689,-2.0109
10.129,11.8595,-2.00914
9.94646,11.8537,-2.00622
9.77185,11.8542,-2.0019299999999998
9.56686,11.8141,-2.02338
9.44,11.8677,-2.02305
9.22974,11.8135,-2.02274
9.08913,11.8452,-2.0183299999999997
8.932319999999999,11.8536,-2.0148900000000003
8.800360000000001,11.892999999999999,-2.01297
10.3738,14.2783,-0.925
10.1889,14.2844,-0.925
9.94002,14.1958,-0.925
9.76603,14.2097,-0.925
9.2952,13.7807,-1.8537299999999999
9.19917,13.8984,-1.85237
7.63435,11.7559,-1.96144
7.505839999999999,11.7818,-1.96005
7.3490899999999995,11.761,-1.95832
7.21271,11.7701,-1.92258
6.76815,11.2641,-1.9685099999999998
6.92817,11.7617,-1.8937599999999999
6.553380000000001,11.3508,-1.9675799999999999
6.62484,11.7094,-1.9438400000000002
6.4953199999999995,11.7179,-1.97902
6.34313,11.6826,-1.98102
6.22049,11.699000000000002,-1.98175
6.0842,11.6876,-1.98298
5.9581,11.6934,-1.98393
5.80548,11.644,-2.0087
5.68791,11.6619,-2.00906
5.563619999999999,11.6644,-2.01035
5.42135,11.6261,-2.00965
5.302219999999999,11.6347,-2.00875
5.18016,11.6348,-2.00258
5.05075,11.6159,-1.89487
4.92566,11.6041,-1.8940299999999999
4.80516,11.6007,-1.8377400000000002
4.68191,11.5881,-1.83555
4.56458,11.5879,-1.8319299999999998
4.44177,11.5712,-1.83002
4.3266599999999995,11.5722,-1.8265
4.20409,11.5506,-1.82401
4.09607,11.5669,-2.03343
3.98656,11.5778,-1.82077
3.8682199999999995,11.5609,-1.81882
3.7518800000000003,11.5471,-1.76457
3.6208699999999996,11.4839,-1.80767
3.5178800000000003,11.5065,-1.7582200000000001
3.22072,10.873,-2.07251
2.47145,8.61897,-1.9548
2.39601,8.63975,-1.90812
2.34483,8.75103,-1.95182
2.9464799999999998,11.3932,-2.00603
2.83985,11.39,-2.00532
2.73191,11.3792,-2.0049799999999998
2.62659,11.377,-2.00505
2.5204400000000002,11.369000000000002,-2.00521
2.4100599999999996,11.3385,-2.00493
2.30392,11.3241,-2.00505
2.1996900000000004,11.3164,-2.00391
2.09753,11.3173,-2.00507
1.9936,11.3063,-2.00336
1.8895400000000002,11.2915,-1.99567
1.7177799999999999,10.8456,-2.0030900000000003
1.6791900000000002,11.2357,-1.9687
1.528,10.8723,-2.00542
1.47507,11.2042,-1.99613
1.3741,11.1911,-2.01999
1.27414,11.183,-2.01973
1.1754799999999999,11.184000000000001,-2.01978
1.0763,11.1778,-2.0716200000000002
0.9776549999999999,11.1747,-2.07158
0.879127,11.1704,-2.0718900000000002
0.781201,11.1717,-2.0714900000000003
0.6818960000000001,11.1489,-2.07213
0.584972,11.1619,-2.07282
0.487396,11.1632,-2.07304
0.388825,11.1345,-2.07389
0.29145,11.13,-2.07308
0.194198,11.1256,-2.0735799999999998
0.0971074,11.1274,-2.07397
