x,y,z
8.3139e-09,-4.63197,-1.6162
0.0405046,-4.641369999999999,-1.52305
0.0968198,-5.5468,-1.4964899999999999
0.14435599999999998,-5.51273,-1.36548
0.192936,-5.52496,-1.6673900000000001
0.215202,-4.92894,-1.4491
0.257456,-4.91255,-1.6666
0.338624,-5.53645,-1.52539
0.372606,-5.32852,-1.6651599999999998
0.363721,-4.621519999999999,-1.5253
0.46673400000000004,-5.3348,-1.66588
0.469304,-4.8739099999999995,-1.50371
0.5156890000000001,-4.90645,-1.48555
0.49653800000000003,-4.35806,-1.55873
0.597679,-4.8677,-1.44282
0.700599,-5.32158,-1.40967
0.632862,-4.50305,-1.6976200000000001
2.04891,-13.7095,-1.25783
2.17941,-13.7602,-1.25832
0.790779,-4.72551,-1.44517
0.852045,-4.83219,-1.4505299999999999
0.9379940000000001,-5.06096,-1.35189
1.01854,-5.23994,-1.36531
2.7542,-13.5373,-1.2007700000000001
2.87348,-13.5186,-1.30418
1.1788399999999999,-5.31741,-1.53756
1.15695,-5.01131,-1.34769
1.1953,-4.97877,-1.5358399999999999
1.2684799999999998,-5.08758,-1.5357100000000001
5.95242,-23.0163,-0.269581
3.61164,-13.4788,-1.2595
1.44117,-5.19669,-1.36501
1.66075,-5.79174,-1.53655
1.64847,-5.56515,-1.59511
6.56418,-21.4705,-0.655833
7.38402,-23.4191,-0.2726
7.65038,-23.5455,-0.42208199999999996
7.847119999999999,-23.4526,-0.423155
8.13338,-23.621,-0.28285
8.46871,-23.9149,-0.304836
4.64102,-12.7511,-1.53849
8.89741,-23.7972,-0.46430200000000005
13.6681,-35.6067,0.6297729999999999
9.43896,-23.9622,-0.42345299999999997
9.579139999999999,-23.7092,-0.463929
14.1975,-33.4473,0.616679
14.5284,-33.4129,0.615911
2.27014,-5.09883,-1.60759
2.3031,-5.0536900000000005,-0.966985
2.33121,-4.99929,-0.9650139999999999
2.34024,-4.90642,-1.36364
2.38378,-4.88748,-1.36396
2.43264,-4.8791199999999995,-1.3662
2.48697,-4.88096,-1.36773
2.55174,-4.90184,-1.6314
2.65802,-4.99901,-1.63126
2.65579,-4.89135,-1.63202
2.78863,-5.03083,-1.4877799999999999
2.86058,-5.0560599999999996,-1.59976
2.84459,-4.92697,-1.6010799999999998
2.88213,-4.89289,-1.60093
2.97396,-4.9495,-1.6462
2.97428,-4.8535900000000005,-1.64648
3.0200299999999998,-4.83305,-1.67498
3.05208,-4.7908,-1.6758099999999998
3.10398,-4.77971,-1.61848
3.19334,-4.82461,-1.6723
3.03488,-4.4994,-1.56186
3.0796099999999997,-4.48085,-1.5625
3.7023,-5.28744,-1.43317
3.62085,-5.07624,-1.43844
3.75489,-5.16817,-1.43049
4.2184099999999995,-5.70086,-1.46909
3.86115,-5.12392,-1.5355299999999998
3.89264,-5.07298,-1.53665
3.93315,-5.0342,-1.5392299999999999
4.348669999999999,-5.46703,-1.5358100000000001
3.7270199999999996,-4.60248,-1.48724
4.4551099999999995,-5.40448,-1.54339
3.80764,-4.53776,-1.48755
4.5551,-5.33334,-1.5386
4.50145,-5.17833,-1.41354
4.37858,-4.94908,-1.4290399999999999
31.1391,-34.5834,1.375
4.5456,-4.96065,-1.22957
4.58154,-4.9131,-1.1792200000000002
4.39114,-4.62729,-1.3629200000000001
4.48402,-4.64334,-1.58592
4.61784,-4.69915,-1.42892
4.6243099999999995,-4.6243099999999995,-1.59236
4.52548,-4.44717,-1.46041
4.5612900000000005,-4.40479,-1.59312
36.2617,-34.4111,1.375
36.4364,-33.9775,1.375
4.96133,-4.54623,-1.43605
4.9995400000000005,-4.5016,-1.43783
5.18314,-4.58565,-1.4924
5.33182,-4.63488,-1.39773
5.2589,-4.49153,-1.49443
6.2656,-5.25746,-1.54164
5.662380000000001,-4.66771,-1.36296
5.57,-4.5105,-1.50216
35.382,-28.1441,1.475
6.07111,-4.74327,-1.3851799999999999
6.11787,-4.6944099999999995,-1.38788
6.211869999999999,-4.68098,-1.3858
6.19676,-4.58536,-1.38816
6.71547,-4.87907,-1.4522899999999999
6.60872,-4.71395,-1.45367
7.38097,-5.16821,-1.51433
7.221210000000001,-4.963,-1.33942
6.00706,-4.051819999999999,-1.55693
7.3901699999999995,-4.89144,-1.34132
3.96245,-2.57325,-1.67494
7.9824399999999995,-4.89165,-1.37055
7.8715399999999995,-4.7297,-1.4147299999999998
9.34825,-5.50654,-1.42549
10.4803,-6.05079,-1.3870799999999999
4.89337,-2.7685400000000002,-1.62196
8.62541,-4.78114,-1.44465
4.94675,-2.68587,-1.6225399999999999
9.542769999999999,-5.073980000000001,-1.41383
9.807,-5.1052,-1.36475
10.1881,-5.19112,-1.28446
10.4089,-5.18968,-1.40094
11.4898,-5.60396,-1.41575
11.7073,-5.58409,-1.20601
37.729,-17.5933,1.575
5.80693,-2.64637,-1.6116700000000002
12.7368,-5.6708,-1.26735
6.01467,-2.61525,-1.67471
13.1815,-5.595219999999999,-1.27901
13.5431,-5.60973,-1.2822200000000001
11.890999999999998,-4.80428,-1.45405
14.0891,-5.54983,-1.2983
6.92922,-2.65988,-1.62305
14.2301,-5.3204199999999995,-1.22187
66.5929,-24.2378,1.775
7.352339999999999,-2.6036,-1.6861599999999999
7.3709,-2.5380000000000003,-1.68661
8.38893,-2.72573,-1.59096
6.32463,-1.93363,-1.67346
6.34049,-1.8781400000000001,-1.67367
6.34549,-1.8195400000000002,-1.6733799999999999
6.36104,-1.76407,-1.6733799999999999
6.38594,-1.71111,-1.6736799999999998
