x,y,z
9.821100000000001e-09,-5.47168,-1.4281
0.0469135,-5.37575,-1.42783
0.0927386,-5.31299,-1.42813
0.137961,-5.2685,-1.4274
0.183368,-5.25097,-1.42544
0.229174,-5.24894,-1.40818
0.27912800000000004,-5.32607,-1.42587
0.324735,-5.3093699999999995,-1.42565
0.372179,-5.32241,-1.42547
0.43126400000000004,-5.47973,-1.42686
0.49627,-5.67239,-1.42545
0.481955,-5.0053,-1.4416
0.594679,-5.6579999999999995,-1.42547
0.5716220000000001,-5.01706,-1.44251
4.89317,-39.8517,1.375
0.6585810000000001,-5.00242,-1.44191
0.702279,-4.99697,-1.44164
4.4618400000000005,-29.8548,-0.570357
0.786507,-4.96581,-1.44215
0.8301780000000001,-4.96095,-1.4414
7.0251399999999995,-39.8416,1.375
7.3165,-39.4763,1.375
3.2844900000000004,-16.8972,-0.326331
1.48184,-7.28345,-1.31669
1.5478299999999998,-7.281969999999999,-1.3166799999999999
8.627989999999999,-38.9184,1.425
1.90694,-8.25985,-1.22085
9.56718,-39.8502,1.225
9.91661,-39.7733,1.425
1.6059299999999999,-6.20965,-1.36283
1.66008,-6.19552,-1.36353
1.7114,-6.171119999999999,-1.3626200000000002
1.7653299999999998,-6.15643,-1.36261
3.40832,-11.5063,-1.05665
3.5102,-11.4813,-1.05885
2.99967,-9.51372,-1.14998
12.5557,-38.6425,1.425
3.7963400000000003,-11.3461,-1.05718
3.9180599999999997,-11.3789,-1.0598
2.47848,-6.99902,-1.31669
7.8847,-20.5403,-0.326927
11.6043,-28.7216,-0.474976
11.8523,-28.6139,-0.397201
12.1598,-28.6467,-0.40722800000000003
18.2009,-41.8591,1.275
18.2174,-40.9171,0.666389
12.6775,-27.8183,0.825
23.6599,-50.7387,0.825
19.1062,-40.056999999999995,1.275
19.3314,-39.6352,0.65515
9.91748,-19.8914,-0.240837
10.1312,-19.8836,-0.24325700000000003
10.3272,-19.8385,-0.245858
19.4992,-36.6727,0.633984
19.7283,-36.3351,0.646636
10.9421,-19.74,-0.25782
11.1299,-19.6721,-0.362485
11.347999999999999,-19.6553,-0.6191399999999999
11.5583,-19.6222,-0.6260560000000001
11.755999999999998,-19.5653,-0.27361399999999997
11.9911,-19.5677,-0.233096
12.207,-19.5353,-0.611978
2.5825299999999998,-4.05375,-1.3809200000000001
12.7872,-19.6906,-0.39978400000000003
28.1043,-42.461000000000006,1.275
2.4248,-3.59491,-1.40994
2.74757,-3.9977400000000003,-1.38111
29.5873,-42.255,1.325
3.17332,-4.44883,-1.3657299999999999
3.20878,-4.41651,-1.36325
3.27595,-4.34734,-1.36417
30.8714,-40.2324,1.375
36.7741,-47.0687,1.375
6.18745,-7.778689999999999,-1.153
3.04431,-3.75941,-1.38286
