x,y,z
6.86651e-08,-38.2557,-1.47918
0.334004,-38.273,-1.4807299999999999
0.141191,-8.08882,-1.75155
0.33989,-4.86066,-1.7330400000000001
2.03422,-11.5366,-1.74741
2.06645,-9.32117,-1.7284599999999999
3.4804800000000005,-14.4972,-1.7077799999999999
3.855,-14.3871,-1.7078900000000001
4.105090000000001,-14.3161,-1.70807
15.3957,-51.975,1.975
17.1995,-56.2571,1.925
17.4609,-53.7392,1.825
14.1138,-42.1817,-0.857492
14.5016,-42.1156,1.675
14.3098,-40.4096,1.625
14.6844,-40.345,1.625
2.73409,-7.31266,-1.68649
15.4554,-40.2626,1.625
2.86366,-7.269830000000001,-1.6864
2.92481,-7.23915,-1.68599
2.98835,-7.214519999999999,-1.6862
7.38822,-17.4056,-1.61836
7.466710000000001,-17.1722,-1.6226200000000002
7.54311,-16.9421,-1.14717
19.5266,-42.8473,1.325
7.8418600000000005,-16.8169,-1.61697
7.712439999999999,-16.1695,-1.61686
7.853910000000001,-16.1029,-1.61913
8.03686,-16.1195,-1.62143
8.20369,-16.1006,-1.6787400000000001
8.34492,-16.0304,-1.67955
5.303730000000001,-9.974860000000001,-1.6685400000000001
8.72446,-16.0685,-1.6053
8.936060000000001,-16.1211,-1.68022
13.7795,-24.3551,-0.7905979999999999
13.732000000000001,-23.7845,-1.16726
13.7065,-23.269000000000002,-1.1490200000000002
13.697000000000001,-22.7956,-1.1231799999999998
4.08166,-6.660660000000001,-1.6862099999999998
13.7148,-21.9483,-1.08099
4.1936599999999995,-6.582730000000001,-1.68599
4.25199,-6.54748,-1.68618
13.6402,-20.6082,-1.0198
4.36035,-6.46448,-1.68651
13.8325,-20.1265,-1.00584
4.476719999999999,-6.39341,-1.68618
14.6405,-20.5252,-0.41173699999999996
14.9826,-20.6217,-0.45966599999999996
13.2795,-17.9462,-1.44955
16.4009,-21.7647,-0.46194399999999997
4.75249,-6.193569999999999,-1.6866700000000001
5.67345,-7.26169,-1.65973
4.8465300000000004,-6.0929199999999994,-1.6864599999999998
14.3823,-17.7606,-0.67199
14.6218,-17.7376,-0.585909
13.3264,-15.8818,-1.32918
15.9436,-18.6676,-0.413308
16.2489,-18.6922,-0.421807
7.482419999999999,-8.45734,-1.66855
13.5817,-15.084000000000001,-1.2933700000000001
6.13738,-6.697769999999999,-1.6063
6.15615,-6.601660000000001,-1.60713
6.20576,-6.5395,-1.60579
6.22955,-6.45089,-1.60807
6.2704699999999995,-6.38088,-1.60784
6.32589,-6.32589,-1.60802
6.42068,-6.30959,-1.60796
13.579,-13.1131,-1.2174399999999999
13.6726,-12.9748,-1.1695
4.833469999999999,-4.507280000000001,-1.6734799999999999
4.87025,-4.46276,-1.67345
14.3399,-12.9117,-1.1933200000000002
6.89907,-6.10378,-1.65986
17.9159,-15.574000000000002,-0.37524
14.9528,-12.7709,-1.2058
17.8722,-14.9966,-0.402876
13.6041,-11.2143,-1.45048
13.7166,-11.1075,-1.45072
13.8536,-11.0196,-1.1530200000000002
13.8848,-10.847999999999999,-1.19881
11.4723,-8.80302,-1.60433
11.5094,-8.67295,-1.33105
11.7204,-8.67263,-1.59885
9.50177,-6.90344,-1.74472
17.8513,-12.7332,-0.328692
17.8247,-12.481,-0.319984
17.9227,-12.3179,-0.31842
14.0143,-9.452739999999999,-1.4645
14.5207,-9.61107,-1.23804
18.0172,-11.7005,-0.35814
17.9969,-11.4653,-0.350047
17.7582,-11.0965,-0.324527
14.9624,-9.16895,-1.148
10.075,-6.0537,-1.74377
14.7978,-8.716569999999999,-1.27558
15.02,-8.67178,-0.475
15.0783,-8.5309,-1.23337
15.177999999999999,-8.41332,-0.475
15.2296,-8.269,-0.8331059999999999
15.3066,-8.13865,-0.883495
15.4698,-8.05307,-0.7888390000000001
17.5335,-8.93378,-0.31081
17.5236,-8.736930000000001,-0.303697
17.5083,-8.53937,-0.300806
17.3198,-8.26114,-0.33160700000000004
17.2732,-8.05461,-0.372973
17.2982,-7.88323,-0.475
17.2463,-7.67855,-0.31345100000000004
17.2855,-7.515969999999999,-0.266061
17.2783,-7.334219999999999,-0.26124200000000003
17.2608,-7.149660000000001,-0.25664699999999996
5.7863,-2.3378200000000002,-1.6168
5.37805,-2.11847,-1.61646
5.68406,-2.1819,-1.61669
5.674980000000001,-2.1217900000000003,-1.61628
5.7464,-2.09152,-1.61565
5.74585,-2.03471,-1.6176
5.73942,-1.9762400000000002,-1.61842
5.7584,-1.9267299999999998,-1.6184100000000001
5.7653,-1.87326,-1.6181299999999998
5.82097,-1.8353400000000002,-1.6178299999999999
5.85381,-1.7896900000000002,-1.6185399999999999
5.93476,-1.7579599999999997,-1.6180299999999999
6.016380000000001,-1.72517,-1.61791
6.03404,-1.6733900000000002,-1.61863
6.0940199999999995,-1.63289,-1.6181
6.55558,-1.6953900000000002,-1.6288200000000002
17.5652,-4.21702,-0.225045
17.5408,-4.04962,-1.11956
17.5933,-3.9003300000000003,-1.12459
17.6519,-3.75202,-1.12487
17.7056,-3.60225,-1.12675
17.7558,-3.45137,-1.12802
17.8777,-3.31344,-1.13198
18.1126,-3.19373,-1.14277
18.3426,-3.06949,-1.15291
18.5596,-2.9395599999999997,-1.1639
18.9351,-2.82987,-0.928264
19.184,-2.69614,-0.8901020000000001
5.154319999999999,-0.6785800000000001,-1.64943
5.1601,-0.63358,-1.64943
15.2021,-1.73206,-1.47917
19.9608,-2.09796,-1.2771700000000001
5.1729199999999995,-0.49809499999999995,-1.64953
20.8881,-1.82748,-0.322819
5.16766,-0.40670300000000004,-1.6498400000000002
21.1673,-1.4801600000000001,-0.38604499999999997
21.4109,-1.30955,-0.349829
21.5075,-1.12716,-0.352641
21.7508,-0.9496610000000001,-0.364935
21.8704,-0.763732,-0.42088400000000004
21.9715,-0.575344,-0.32574000000000003
21.8214,-0.380893,-0.8684059999999999
21.8719,-0.190874,-0.870926
9.193589999999999,0.0,-1.65962
9.187330000000001,0.08017660000000001,-1.65963
22.4987,0.392716,-0.906083
22.7233,0.595029,-0.9184680000000001
22.9248,0.800551,-0.930265
19.4618,0.849719,-1.31592
19.3497,1.01407,-1.1907
19.3118,1.18116,-1.1892200000000002
15.5799,1.08945,-1.50593
15.533,1.2224700000000002,-1.5020799999999999
19.419,1.6989400000000001,-1.34704
25.0285,2.40998,-1.04256
25.1723,2.6457200000000003,-0.850841
25.3018,2.8827700000000003,-1.05921
16.771,2.05923,-1.39363
26.0876,3.4345,-0.302518
25.7656,3.62111,-1.0882100000000001
14.0958,2.10664,-1.6233799999999998
14.0707,2.22858,-1.6233
26.1783,4.38074,-1.11564
18.5553,3.27181,-1.42535
26.4945,4.91046,-1.13679
18.6693,3.62895,-1.4454799999999999
40.2729,8.19362,-0.6864359999999999
17.6114,3.74341,-1.57441
19.2305,4.2633,-1.2576100000000001
19.3754,4.47316,-1.319
5.04769,1.21184,-1.64942
13.7486,3.42791,-1.56675
5.03001,1.30085,-1.6493
5.01783,1.3445200000000002,-1.6494099999999998
5.01015,1.38944,-1.6494400000000002
13.4868,3.8672800000000005,-1.56324
4.97372,1.47328,-1.6493
13.3376,4.077719999999999,-1.56145
4.95258,1.56154,-1.6495099999999998
13.2126,4.293019999999999,-1.56218
4.93025,1.6496400000000002,-1.64965
4.91391,1.692,-1.6494099999999998
13.0394,4.61749,-1.5645799999999999
12.9688,4.72026,-1.5646
12.9376,4.83718,-1.56565
13.0965,5.02728,-1.5667799999999998
13.6133,5.362419999999999,-1.5569899999999999
14.1286,5.70834,-1.54644
14.7358,6.10378,-1.5136
15.4576,6.5613399999999995,-1.4760799999999998
15.6799,6.817810000000001,-1.52193
12.9965,5.78641,-1.62279
12.9629,5.90752,-1.62278
12.9095,6.01979,-1.6229
38.8461,18.5287,-0.978815
38.5154,18.7852,-1.0291700000000001
38.1533,19.0225,-0.658134
38.4864,19.6098,1.675
39.0929,20.3505,-0.786203
36.4582,19.3852,1.725
47.5959,25.8424,-0.9107120000000001
47.3742,26.26,-0.9133180000000001
28.2005,16.2816,-1.43289
28.1555,16.5849,-1.43856
30.7223,19.9513,-1.39409
11.1402,7.3735100000000005,-1.4045299999999998
11.0031,7.42166,-1.6218299999999999
10.9707,7.53995,-1.6256700000000002
11.0442,7.7332600000000005,-1.46855
5.52458,3.94064,-1.62171
5.3506599999999995,3.8874800000000005,-1.62151
5.27922,3.90642,-1.5931
5.15627,3.88553,-1.61569
5.06418,3.8858800000000002,-1.61558
4.90908,3.8354,-1.6152600000000001
4.94773,3.9356,-1.61598
