x,y,z
-0.0226382,-2.59408,-0.51147
4.58567e-09,-2.55484,-0.509408
0.0215165,-2.4655400000000003,-0.60487
0.0426168,-2.44151,-0.603626
0.0641186,-2.4485900000000003,-0.604021
0.0852918,-2.44244,-0.603733
0.14908,-2.43744,-0.603631
0.170631,-2.44014,-0.603846
0.192927,-2.4513700000000003,-0.60452
0.214164,-2.4479,-0.604431
0.23524499999999998,-2.44311,-0.654351
0.256869,-2.44395,-0.6044390000000001
0.299725,-2.44107,-0.604544
0.321027,-2.43844,-0.604548
0.342835,-2.4394,-0.6047520000000001
0.363236,-2.43047,-0.604442
0.385287,-2.4326,-0.6047279999999999
0.38826900000000003,-2.3202,-0.899351
0.42945500000000003,-2.4355599999999997,-0.605263
0.44925600000000004,-2.42397,-0.60485
0.469311,-2.41439,-0.604553
0.49008199999999996,-2.40883,-0.6545479999999999
0.49183599999999994,-2.21853,-0.795018
0.570979,-2.3783,-0.603835
0.593622,-2.38089,-0.6042489999999999
0.611973,-2.36632,-0.603746
0.631097,-2.35528,-0.553373
0.727763,-2.45689,-0.5098050000000001
0.749146,-2.45035,-0.509799
0.772912,-2.4513599999999998,-0.51022
0.795566,-2.4485,-0.5104390000000001
0.8192309999999999,-2.44842,-0.5108229999999999
0.843133,-2.44864,-0.5112369999999999
0.8669600000000001,-2.44822,-0.511628
0.733039,-2.01401,-0.78825
0.789027,-2.11035,-0.8440709999999999
0.8682559999999999,-2.26188,-0.9531059999999999
0.9636120000000001,-2.44627,-0.513306
0.984669,-2.4371400000000003,-0.513271
1.03439,-2.43688,-0.5643239999999999
1.05976,-2.4372700000000003,-0.564867
1.47135,-2.40102,-0.6733
1.50034,-2.40104,-0.6741
1.53177,-2.4044,-0.675128
1.56744,-2.41364,-0.676547
1.57305,-2.37662,-0.775223
1.59707,-2.3677599999999996,-0.775536
1.6179299999999999,-2.35411,-0.77556
1.7029400000000001,-2.43204,-0.731387
1.72177,-2.41383,-0.781245
1.75397,-2.41413,-0.832313
1.7936900000000002,-2.42403,-0.733825
1.81433,-2.4077,-0.833924
1.83615,-2.3929099999999996,-0.8339989999999999
1.85763,-2.3776599999999997,-0.8340559999999999
1.87785,-2.36079,-0.834018
1.9246900000000002,-2.37679,-0.635934
1.9140700000000002,-2.32196,-0.8336309999999999
1.9402099999999998,-2.31225,-0.8341149999999999
1.9866,-2.32602,-0.8362370000000001
2.0072900000000002,-2.30912,-0.836274
2.08976,-2.3620400000000004,-0.841209
2.11144,-2.34499,-0.841299
2.0864599999999998,-2.27698,-0.637506
2.29218,-2.41546,-1.15085
2.3233099999999998,-2.40585,-1.28085
3.11918,-3.06521,-0.7549100000000001
3.17033,-3.00853,-1.5058
3.24721,-3.02808,-1.10889
3.33028,-3.0516400000000004,-0.912652
3.46452,-3.11947,-1.28664
9.655560000000001,-8.54252,-1.90232
11.3256,-9.84522,-1.6126
4.12755,-3.52526,-1.82612
3.9558199999999997,-3.31932,-1.79772
4.01682,-3.31121,-1.82887
4.0295,-3.26302,-1.82827
12.1275,-9.64663,-1.79499
12.2433,-9.56555,-1.8006
12.6702,-9.72219,-1.7137799999999999
12.8963,-9.718069999999999,-1.77319
12.8403,-9.501330000000001,-1.8147
13.0934,-9.512889999999999,-1.8777599999999999
13.1939,-9.4111,-1.88343
13.7996,-9.66258,-1.86198
14.2007,-9.75987,-1.07829
14.2103,-9.585,-1.4741
14.1944,-9.39507,-1.61808
14.2379,-9.24618,-1.86605
14.4884,-9.23011,-1.47609
14.773,-9.23119,-1.4887299999999999
14.9759,-9.17723,-1.7536200000000002
4.35406,-2.61618,-1.8832900000000001
4.38051,-2.58032,-1.8822599999999998
4.39423,-2.53701,-1.8815400000000002
4.30889,-2.43785,-1.73691
4.49967,-2.49421,-1.88061
4.62533,-2.51135,-1.71363
18.4691,-9.8202,-1.77217
18.7092,-9.7394,-1.6812
19.2407,-9.80363,-1.40709
19.5946,-9.76953,-1.42286
19.8377,-9.67549,-1.4322
19.8893,-9.48669,-1.43023
9.31502,-4.3436699999999995,-1.8661299999999998
20.7354,-9.44966,-1.4696
16.7928,-7.47665,-1.64094
16.6851,-7.25488,-1.81401
21.9815,-9.33061,-1.5268700000000002
19.4765,-8.06743,-1.7922
19.0259,-7.68698,-1.82018
18.2141,-7.17471,-1.8138400000000001
17.903,-6.8723,-1.80739
17.3162,-6.47425,-1.5947200000000001
11.4978,-4.18487,-1.81815
17.2389,-6.10462,-1.5944200000000002
9.3839,-3.2311400000000003,-1.79725
17.3946,-5.82015,-1.58823
17.4538,-5.6711,-1.59094
17.5371,-5.52942,-1.7995
17.6301,-5.39006,-1.7975599999999998
17.7325,-5.25261,-1.6484900000000002
17.8773,-5.12622,-1.7030599999999998
17.9889,-4.98877,-1.79662
12.7945,-3.4282800000000004,-1.7799099999999999
11.3894,-2.94549,-1.74348
12.7539,-3.17991,-1.7222099999999998
12.9287,-3.10391,-1.72035
13.0345,-3.00925,-1.71722
9.3399,-2.07061,-1.72885
22.9421,-4.8765,-1.51047
23.7742,-4.83691,-1.6234600000000001
44.673,-8.27966,0.325
46.5524,-8.20845,1.225
48.4721,-8.11144,1.225
14.692,-2.32698,-1.7084
11.1698,-1.66934,-1.6687599999999998
7.733630000000001,-1.08689,-1.6863099999999998
7.742780000000001,-1.01936,-1.68641
7.743510000000001,-0.950784,-1.68595
36.7755,-4.19004,-1.63409
19.0009,-1.99708,-1.6786400000000001
34.4262,-2.7094,-1.51214
9.19251,-0.642803,-1.66048
9.18474,-0.561763,-1.66008
9.18735,-0.48148900000000006,-1.65993
9.19094,-0.401285,-1.65976
34.3077,-1.19805,-1.5098200000000002
35.4386,-0.9279930000000001,-1.53245
14.2432,-0.124299,-1.6232
31.3759,1.6443400000000001,-1.54421
24.6926,1.51026,-1.63266
10.7898,0.754497,-1.59395
10.7724,0.847808,-1.59392
20.6073,1.8029099999999998,-1.50969
19.2331,1.8519400000000001,-1.54941
17.9181,1.88327,-1.5717299999999998
17.6384,2.32214,-1.49716
41.965,5.8977900000000005,-0.79395
22.0819,3.30016,-1.449
38.0921,6.03319,-0.59856
34.7703,5.81855,-0.523197
31.7227,5.59357,-0.561621
16.5724,3.22136,-1.46617
28.1107,5.71919,-0.426926
25.2844,5.37437,-1.0844799999999999
